ano,data,descricao,dia_da_semana
2044,2044-01-01,Confraternização Universal,sexta-feira
2044,2044-02-29,Carnaval,segunda-feira
2044,2044-03-01,Carnaval,terça-feira
2044,2044-04-15,Paixão de Cristo,sexta-feira
2044,2044-04-21,Tiradentes,quinta-feira
2044,2044-05-01,Dia do Trabalho,domingo
2044,2044-06-16,Corpus Christi,quinta-feira
2044,2044-09-07,Independência do Brasil,quarta-feira
2044,2044-11-02,Finados,quarta-feira
2044,2044-11-15,Proclamação da República,terça-feira
2044,2044-11-20,Dia Nacional de Zumbi e da Consciência Negra,domingo
2044,2044-12-25,Natal,domingo
