ano,data,descricao,dia_da_semana
2056,2056-01-01,Confraternização Universal,sábado
2056,2056-02-14,Carnaval,segunda-feira
2056,2056-02-15,Carnaval,terça-feira
2056,2056-03-31,Paixão de Cristo,sexta-feira
2056,2056-04-21,Tiradentes,sexta-feira
2056,2056-05-01,Dia do Trabalho,segunda-feira
2056,2056-06-01,Corpus Christi,quinta-feira
2056,2056-09-07,Independência do Brasil,quinta-feira
2056,2056-11-02,Finados,quinta-feira
2056,2056-11-15,Proclamação da República,quarta-feira
2056,2056-11-20,Dia Nacional de Zumbi e da Consciência Negra,segunda-feira
2056,2056-12-25,Natal,segunda-feira
