ano,data,descricao,dia_da_semana
2067,2067-01-01,Confraternização Universal,sábado
2067,2067-02-14,Carnaval,segunda-feira
2067,2067-02-15,Carnaval,terça-feira
2067,2067-04-01,Paixão de Cristo,sexta-feira
2067,2067-04-21,Tiradentes,quinta-feira
2067,2067-05-01,Dia do Trabalho,domingo
2067,2067-06-02,Corpus Christi,quinta-feira
2067,2067-09-07,Independência do Brasil,quarta-feira
2067,2067-11-02,Finados,quarta-feira
2067,2067-11-15,Proclamação da República,terça-feira
2067,2067-11-20,Dia Nacional de Zumbi e da Consciência Negra,domingo
2067,2067-12-25,Natal,domingo
