ano,data,descricao,dia_da_semana
2055,2055-01-01,Confraternização Universal,sexta-feira
2055,2055-03-01,Carnaval,segunda-feira
2055,2055-03-02,Carnaval,terça-feira
2055,2055-04-16,Paixão de Cristo,sexta-feira
2055,2055-04-21,Tiradentes,quarta-feira
2055,2055-05-01,Dia do Trabalho,sábado
2055,2055-06-17,Corpus Christi,quinta-feira
2055,2055-09-07,Independência do Brasil,terça-feira
2055,2055-11-02,Finados,terça-feira
2055,2055-11-15,Proclamação da República,segunda-feira
2055,2055-11-20,Dia Nacional de Zumbi e da Consciência Negra,sábado
2055,2055-12-25,Natal,sábado
