ano,data,descricao,dia_da_semana
2081,1981-01-01,Confraternização Universal,quarta-feira
2081,1981-02-10,Carnaval,segunda-feira
2081,1981-02-11,Carnaval,terça-feira
2081,1981-03-28,Paixão de Cristo,sexta-feira
2081,1981-04-21,Tiradentes,segunda-feira
2081,1981-05-01,Dia do Trabalho,quinta-feira
2081,1981-05-29,Corpus Christi,quinta-feira
2081,1981-09-07,Independência do Brasil,domingo
2081,1981-11-02,Finados,domingo
2081,1981-11-15,Proclamação da República,sábado
2081,1981-11-20,Dia Nacional de Zumbi e da Consciência Negra,quinta-feira
2081,1981-12-25,Natal,quinta-feira
