ano,data,descricao,dia_da_semana
2075,1975-01-01,Confraternização Universal,terça-feira
2075,1975-02-18,Carnaval,segunda-feira
2075,1975-02-19,Carnaval,terça-feira
2075,1975-04-05,Paixão de Cristo,sexta-feira
2075,1975-04-21,Tiradentes,domingo
2075,1975-05-01,Dia do Trabalho,quarta-feira
2075,1975-06-06,Corpus Christi,quinta-feira
2075,1975-09-07,Independência do Brasil,sábado
2075,1975-11-02,Finados,sábado
2075,1975-11-15,Proclamação da República,sexta-feira
2075,1975-11-20,Dia Nacional de Zumbi e da Consciência Negra,quarta-feira
2075,1975-12-25,Natal,quarta-feira
