ano,data,descricao,dia_da_semana
2072,1972-01-01,Confraternização Universal,sexta-feira
2072,1972-02-22,Carnaval,segunda-feira
2072,1972-02-23,Carnaval,terça-feira
2072,1972-04-08,Paixão de Cristo,sexta-feira
2072,1972-04-21,Tiradentes,quinta-feira
2072,1972-05-01,Dia do Trabalho,domingo
2072,1972-06-09,Corpus Christi,quinta-feira
2072,1972-09-07,Independência do Brasil,quarta-feira
2072,1972-11-02,Finados,quarta-feira
2072,1972-11-15,Proclamação da República,terça-feira
2072,1972-11-20,Dia Nacional de Zumbi e da Consciência Negra,domingo
2072,1972-12-25,Natal,domingo
