ano,data,descricao,dia_da_semana
2007,2007-01-01,Confraternização Universal,segunda-feira
2007,2007-02-19,Carnaval,segunda-feira
2007,2007-02-20,Carnaval,terça-feira
2007,2007-04-06,Paixão de Cristo,sexta-feira
2007,2007-04-21,Tiradentes,sábado
2007,2007-05-01,Dia do Trabalho,terça-feira
2007,2007-06-07,Corpus Christi,quinta-feira
2007,2007-09-07,Independência do Brasil,sexta-feira
2007,2007-11-02,Finados,sexta-feira
2007,2007-11-15,Proclamação da República,quinta-feira
2007,2007-12-25,Natal,terça-feira
