ano,data,descricao,dia_da_semana
2017,2017-01-01,Confraternização Universal,domingo
2017,2017-02-27,Carnaval,segunda-feira
2017,2017-02-28,Carnaval,terça-feira
2017,2017-04-14,Paixão de Cristo,sexta-feira
2017,2017-04-21,Tiradentes,sexta-feira
2017,2017-05-01,Dia do Trabalho,segunda-feira
2017,2017-06-15,Corpus Christi,quinta-feira
2017,2017-09-07,Independência do Brasil,quinta-feira
2017,2017-11-02,Finados,quinta-feira
2017,2017-11-15,Proclamação da República,quarta-feira
2017,2017-12-25,Natal,segunda-feira
