ano,data,descricao,dia_da_semana
2037,2037-01-01,Confraternização Universal,quinta-feira
2037,2037-02-16,Carnaval,segunda-feira
2037,2037-02-17,Carnaval,terça-feira
2037,2037-04-03,Paixão de Cristo,sexta-feira
2037,2037-04-21,Tiradentes,terça-feira
2037,2037-05-01,Dia do Trabalho,sexta-feira
2037,2037-06-04,Corpus Christi,quinta-feira
2037,2037-09-07,Independência do Brasil,segunda-feira
2037,2037-11-02,Finados,segunda-feira
2037,2037-11-15,Proclamação da República,domingo
2037,2037-11-20,Dia Nacional de Zumbi e da Consciência Negra,sexta-feira
2037,2037-12-25,Natal,sexta-feira
