ano,data,descricao,dia_da_semana
2003,2003-01-01,Confraternização Universal,quarta-feira
2003,2003-03-03,Carnaval,segunda-feira
2003,2003-03-04,Carnaval,terça-feira
2003,2003-04-18,Paixão de Cristo,sexta-feira
2003,2003-04-21,Tiradentes,segunda-feira
2003,2003-05-01,Dia do Trabalho,quinta-feira
2003,2003-06-19,Corpus Christi,quinta-feira
2003,2003-09-07,Independência do Brasil,domingo
2003,2003-11-02,Finados,domingo
2003,2003-11-15,Proclamação da República,sábado
2003,2003-12-25,Natal,quinta-feira
