ano,data,descricao,dia_da_semana
2090,1990-01-01,Confraternização Universal,domingo
2090,1990-02-27,Carnaval,segunda-feira
2090,1990-02-28,Carnaval,terça-feira
2090,1990-04-14,Paixão de Cristo,sexta-feira
2090,1990-04-21,Tiradentes,sexta-feira
2090,1990-05-01,Dia do Trabalho,segunda-feira
2090,1990-06-15,Corpus Christi,quinta-feira
2090,1990-09-07,Independência do Brasil,quinta-feira
2090,1990-11-02,Finados,quinta-feira
2090,1990-11-15,Proclamação da República,quarta-feira
2090,1990-11-20,Dia Nacional de Zumbi e da Consciência Negra,segunda-feira
2090,1990-12-25,Natal,segunda-feira
