ano,data,descricao,dia_da_semana
2097,1997-04-21,Tiradentes,domingo
2097,1997-05-01,Dia do Trabalho,quarta-feira
2097,1997-05-30,Corpus Christi,quinta-feira
2097,1997-09-07,Independência do Brasil,sábado
2097,1997-11-02,Finados,sábado
2097,1997-11-15,Proclamação da República,sexta-feira
2097,1997-11-20,Dia Nacional de Zumbi e da Consciência Negra,quarta-feira
2097,1997-12-25,Natal,quarta-feira
2098,1998-01-01,Confraternização Universal,quarta-feira
2098,1998-03-03,Carnaval,segunda-feira
2098,1998-03-04,Carnaval,terça-feira
2098,1998-04-18,Paixão de Cristo,sexta-feira
2098,1998-04-21,Tiradentes,segunda-feira
2098,1998-05-01,Dia do Trabalho,quinta-feira
2098,1998-06-19,Corpus Christi,quinta-feira
2098,1998-09-07,Independência do Brasil,domingo
2098,1998-11-02,Finados,domingo
2098,1998-11-15,Proclamação da República,sábado
2098,1998-11-20,Dia Nacional de Zumbi e da Consciência Negra,quinta-feira
2098,1998-12-25,Natal,quinta-feira
2099,1999-01-01,Confraternização Universal,quinta-feira
2099,1999-02-23,Carnaval,segunda-feira
2099,1999-02-24,Carnaval,terça-feira
2099,1999-04-10,Paixão de Cristo,sexta-feira
2099,1999-04-21,Tiradentes,terça-feira
2099,1999-05-01,Dia do Trabalho,sexta-feira
2099,1999-06-11,Corpus Christi,quinta-feira
2099,1999-09-07,Independência do Brasil,quarta-feira
2099,1999-11-02,Finados,segunda-feira
2099,1999-11-15,Proclamação da República,domingo
2099,1999-11-20,Dia Nacional de Zumbi e da Consciência Negra,sexta-feira
2099,1999-12-25,Natal,sexta-feira
